Company,jobtitle,overall_ratings,workLifebalance_ratings,culturevalues_ratings,carreropportunities_ratings,benefits_ratings,seniormangemnet_ratings
amazon,Digital Specialist,4,3,5,5,4,4
amazon,Digital Specialist CSA,3,1,4,4,4,3
amazon,Digital Specialist Tier II,4,4,4,5,3,3
amazon,Digital Technical Support,5,4,3,4,3,4
amazon,Digital and Devices Technical Support,5,3,5,3,5,4
amazon,Dilevary,5,5,5,5,5,5
amazon,Director,4,3,4,4,4,4
amazon,Director Software Development,5,5,4,5,4,5
amazon,Director of Business Development,1,2,4,1,2,2
amazon,Director of Operations,5,3,4,4,4,3
amazon,Dispatcher,2,3,2,3,2,3
amazon,District Sales Manager,5,4,4,5,4,4
amazon,Dock Clerk,3,3,3,3,4,2
amazon,Dock Receiver,1,1,1,1,1,1
amazon,Dock Worker,4,3,3,3,4,3
amazon,Document Reviewer,5,5,5,5,5,5
amazon,Don&#039,\N,4,3,4,3,5
amazon,Driver,3,2,2,2,3,2
amazon,Driver Associate,5,4,5,5,5,5
amazon,Driver Support,3,3,4,3,3,3
amazon,Driver/Pick and Stower,5,1,5,3,5,3
amazon,Drug Safety Associate,5,5,5,5,5,5
amazon,EAM Administrative,4,3,4,4,3,4
amazon,ECR Specialist,5,5,5,5,5,5
amazon,EHS Manager,4,3,5,5,5,5
amazon,EHS Officer,3,1,2,5,2,3
amazon,EHS Specialist,4,3,4,4,4,4
amazon,ERC Associate,4,4,5,5,5,5
amazon,ERC Senior Associate,5,4,5,5,5,5
amazon,ERC Specialist Data Management,5,3,4,5,5,4
amazon,ES D2AS Senior Associate,5,3,5,5,4,4
amazon,EU Central Flow Lead,5,2,5,5,5,3
amazon,EU Head of Business Excellence,5,4,5,5,5,5
amazon,EU Imaging Capacity Manager,5,5,5,5,5,5
amazon,EU Operations Development Partner,5,4,5,5,3,3
amazon,EU Program Manager,5,2,3,4,3,4
amazon,Echo,\N,5,3,4,4,4
amazon,Echo Annotation and Transcription,4,4,4,4,3,4
amazon,Editor,4,3,4,4,4,3
amazon,Electrical Maintenance Technician,4,4,3,5,4,3
amazon,Email Marketing Manager,5,4,5,5,5,5
amazon,Employee,5,5,5,5,5,5
amazon,Enagagement Manager,5,5,5,5,5,5
amazon,EndUser Support,5,5,5,5,5,5
amazon,Eng Tech,3,3,3,4,4,3
amazon,Engagement Manager,5,5,5,5,5,4
amazon,Engineer,3,3,3,4,4,3
amazon,Engineering Manager,4,3,4,4,3,4
amazon,Engineering Operations Technician,4,3,3,4,4,2
amazon,Engineering Operations Technincan,3,3,3,4,4,3
amazon,Engineering Ops Technician,5,4,4,5,5,5
amazon,Engineering Technician,5,4,5,5,3,4
amazon,Enterprise Account Executive,5,5,5,5,4,5
amazon,Enterprise Account Manager,5,4,5,4,4,4
amazon,Enterprise Service Manager,5,4,5,5,4,5
amazon,Enterprise Services Manager,5,4,5,5,4,5
amazon,Entry Level Inbound Associate,5,5,5,5,5,5
amazon,Environmental Health &amp,\N,5,4,5,5,4
amazon,Environmental Health and Safety Specialist,5,4,5,5,5,5
amazon,Es Resolution Specialist,5,4,5,5,5,5
amazon,Escalation Specialist,5,4,3,5,5,4
amazon,Ex Employee,2,1,1,2,1,1
amazon,Executive Administrative Assistant,5,5,5,5,4,5
amazon,Executive Assistant,4,3,4,4,4,4
amazon,Executive Assistant II,5,4,5,5,5,5
amazon,Executive Customer Relations,2,1,2,2,3,1
amazon,Executive Customer Service- Technical Support,4,1,5,5,2,3
amazon,Executive Manager,4,3,4,4,4,4
amazon,Executive Producer,5,3,4,4,4,4
amazon,Executive Service Manager Enterprise,5,3,5,5,5,5
amazon,External Logistics Manager,4,4,4,4,4,4
amazon,F C Warehouse Associate I,5,5,5,5,5,1
amazon,FBA Investigation Specialist,4,4,4,4,5,5
amazon,FBA Investigations Specialist,4,5,4,4,3,4
amazon,FC - Operations Associate,5,4,5,5,3,5
amazon,FC Area Manager,4,1,4,4,5,3
amazon,FC Associate,3,3,3,3,4,3
amazon,FC Associate (Tier I),3,5,2,3,3,2
amazon,FC Associate I,3,3,4,3,3,3
amazon,FC Associate I (Warehousing),3,4,4,3,4,3
amazon,FC Associate Tier I,1,1,2,2,3,1
amazon,FC Associate-Picker,3,2,2,3,4,2
amazon,FC Packer,4,4,5,4,5,5
amazon,FC Receiver,3,3,3,4,3,3
amazon,FC Shipping Associate,2,1,2,3,5,1
amazon,FC TRAINER,5,5,5,5,4,5
amazon,FC Tier I,3,2,5,5,5,4
amazon,FC Worker,4,2,4,3,5,3
amazon,FIN Ops Manager,5,4,5,5,5,5
amazon,FIN Ops Specialist,4,2,3,4,4,4
amazon,FINOPS Agent,5,5,4,4,3,4
amazon,FLC Tech Recruiter,2,2,1,2,4,1
amazon,FQA,5,5,5,5,5,5
amazon,Facilities,5,4,5,5,4,3
amazon,Facilities Area Manager,5,4,4,5,5,3
amazon,Facilities Coordinator,5,4,4,5,5,5
amazon,Facilities Engineer,3,4,3,3,4,4
amazon,Facilities Lead Tech,4,4,4,4,4,4
amazon,Facilities Maintenance Technician,4,5,4,3,5,4
amazon,Facilities Manager,4,4,4,5,5,4
amazon,Facilities Service Technician,3,3,3,3,3,3
amazon,Facilities Site Lead,5,5,5,5,5,5
amazon,Facilities Tech II - Amazon.com,5,5,5,5,4,4
amazon,Facilities Tech III,2,1,1,1,2,1
amazon,Facilities Technician,4,3,3,3,4,3
amazon,Facility &amp,\N,4,3,4,4,4
amazon,Facility Executive,4,4,4,4,4,4
amazon,Facility Manager,4,3,3,4,4,3
amazon,Facility Tehnician,2,2,2,1,3,1
amazon,Facitilies Tech II,1,3,2,2,2,2
amazon,Factory Worker,5,5,5,4,5,5
amazon,Fashion,2,1,1,1,1,1
amazon,Fashion Stylist,5,3,4,4,5,4
amazon,Fc Scnner,1,1,2,1,1,1
amazon,Fiber Deployment Engineer,5,4,5,5,5,4
amazon,Field Boy,5,5,5,5,5,5
amazon,Field Engineer,5,5,5,5,5,5
amazon,Field Quality Assurance On Road,5,3,5,5,5,5
amazon,Field Quality Engineer II,5,4,5,5,4,4
amazon,Field Representative,5,5,5,5,5,5
amazon,Field Representative ­ Tier III,3,1,1,3,4,1
amazon,Field Sales Representative,3,3,2,2,3,2
amazon,Field Technician,4,3,2,2,3,2
amazon,Field Trans Specialist,5,2,5,5,4,3
amazon,Field Transportation Lead,5,5,5,5,5,5
amazon,Field Transportation Specialist,4,5,4,4,4,4
amazon,Filfillment Ambassador,5,3,5,4,4,4
amazon,Filfullment Associate,2,1,2,3,3,3
amazon,FinOps Analyst,4,4,4,4,4,4
amazon,Finance,5,3,4,4,4,4
amazon,Finance Analyst,4,3,4,4,4,3
amazon,Finance Analyst II,5,5,5,5,5,5
amazon,Finance Business Analyst,4,2,4,3,4,4
amazon,Finance Director,3,3,3,2,4,3
amazon,Finance Graduate Analyst,5,4,5,5,5,5
amazon,Finance Manager,4,3,4,4,4,3
amazon,Finance Manager Finance Operations,3,1,5,2,2,3
amazon,Finance Manager/Senior Financial Analyst,1,1,1,1,2,1
amazon,Financial,4,2,3,4,3,2
amazon,Financial Analyst,4,3,4,4,4,4
amazon,Financial Analyst I,4,3,4,3,2,3
amazon,Financial Analyst II,4,2,4,5,4,4
amazon,Financial Analyst Intern,5,4,5,5,5,5
amazon,Finops,3,2,3,2,4,2
amazon,Flex,3,2,2,4,3,3
amazon,Flex Driver,2,3,1,2,3,1
amazon,Flex Shopper,1,3,1,1,2,1
amazon,Flight Attendant,4,3,4,5,4,3
amazon,Floor Associate,4,3,4,4,4,3
amazon,Floor Associate - Stow,1,3,4,1,2,3
amazon,Floor Supervisor,4,5,5,4,4,4
amazon,Flow Fulfillment Associate,3,2,4,3,5,3
amazon,Folklift,5,3,4,4,4,3
amazon,Forclift Oparetor,3,3,3,4,3,4
amazon,Forecasting Manager,5,5,4,4,3,4
amazon,Fork Lift Driver,1,1,1,2,3,1
amazon,Forklift Operator,4,4,4,4,3,3
amazon,Former Customer Service Manager,2,1,2,4,4,2
amazon,Forum Specialist,4,4,5,3,3,3
amazon,Fraud,5,5,4,4,4,4
amazon,Fraud Analyst,2,4,3,3,2,3
amazon,Fraud Investigation Specialist,4,5,5,2,2,3
amazon,Fraud Investigations,1,1,1,1,1,1
amazon,Fraud Investigator,3,3,2,2,3,3
amazon,Fraud Risk Analyst,4,4,4,4,3,3
amazon,Fraud Specialist,3,4,4,3,3,4
amazon,Freelance Digitech,5,3,3,5,3,3
amazon,Freight Scheduler,4,3,5,5,3,4
amazon,French/English Driver Support,2,1,1,2,2,1
amazon,Fresh Associate,3,3,3,3,3,3
amazon,Fresher,4,4,5,5,4,4
amazon,Front Counter,4,3,5,3,5,3
amazon,Front End Engineer,5,5,5,5,5,5
amazon,Front End Web Developer,5,4,4,5,3,4
amazon,Front-End Developer,5,5,5,5,5,5
amazon,Fruad Prevention,1,3,2,1,2,1
amazon,Fufillment,5,5,5,5,5,5
amazon,Fufillment Associate,4,3,5,3,4,4
amazon,Fulfillment,4,4,4,4,4,4
amazon,Fulfillment Associate,3,3,3,3,4,3
amazon,Fulfillment Associate (ICQA),2,2,2,3,3,2
amazon,Fulfillment Associate (ISS),5,4,4,5,5,5
amazon,Fulfillment Associate (Overnight),3,2,3,4,3,2
amazon,Fulfillment Associate @ Amazon Fresh,3,1,1,1,1,1
amazon,Fulfillment Associate I,4,4,3,3,4,3
amazon,Fulfillment Associate Problem Solver,5,5,5,5,5,5
amazon,Fulfillment Associate RSP/ICQA,3,2,2,3,3,1
amazon,Fulfillment Associate Water Spider Pit Driver,5,5,5,5,5,5
amazon,Fulfillment Associate/Ambassador,3,5,3,4,3,3
amazon,Fulfillment Associate/Control Room Operator,2,2,2,4,2,4
amazon,Fulfillment Associate/Outbound Problem Solver,4,3,4,5,4,5
amazon,Fulfillment Associate/Picker,4,3,3,4,5,3
amazon,Fulfillment Associate/Problem Solver,2,3,5,2,1,2
amazon,Fulfillment Associatt,1,1,2,1,5,1
amazon,Fulfillment Center,1,1,1,1,3,2
amazon,Fulfillment Center Associate,3,3,3,3,4,3
amazon,Fulfillment Center Associate I,4,4,5,5,4,5
amazon,Fulfillment Dock Employee,1,1,1,2,4,1
amazon,Fulfillment Lead,4,5,5,5,5,5
amazon,Fulfillment Representative,2,1,3,5,2,3
amazon,Fulfillment Specialist,2,2,2,2,3,2
amazon,FulfillmentAssociate,4,3,3,4,4,2
amazon,Fulfilment Associate,2,1,1,4,3,2
amazon,Fulifillmet Associate,5,4,3,5,5,3
amazon,Full Time,2,3,4,2,5,3
amazon,Full Time Associate,3,3,4,3,4,4
amazon,Full Time Employee,4,4,5,5,5,4
amazon,Full Time Team Supervisor,3,4,4,3,4,3
amazon,Full Time Warehouse Associate,1,1,1,1,1,1
amazon,Full-Time Warehouse Associate,4,4,4,4,4,4
amazon,Fullfilment,4,4,5,4,4,3
amazon,Fullfilment Associate,4,3,4,4,4,4
amazon,Fullfilment Associate (Picker),3,3,2,4,4,3
amazon,Fullfilment Associate Overnight,3,3,3,3,3,3
amazon,Fullfilment Associate/Floor Lead,4,4,4,3,4,4
amazon,Fullfullment Associate,5,5,5,5,5,5
amazon,Fullifment Associate,2,4,1,2,3,2
amazon,Fulliment Associate,3,3,2,2,4,2
amazon,Fulltime Warehouse Associate,3,3,4,3,5,3
amazon,Functional Analyst,5,4,4,5,5,4
amazon,Functional Systems Analyst,4,4,4,3,3,3
amazon,G&amp,\N,5,4,5,5,5
amazon,GMA (General Manager Administrative Assistant),5,3,5,5,4,4
amazon,General Laborer,5,4,5,4,3,4
amazon,General Manager,5,3,5,5,4,5
amazon,General Manager Assistant,4,3,4,5,3,4
amazon,General Manager of Operations,5,5,5,5,5,5
amazon,General Warehouse Associate,5,4,4,5,4,4
amazon,German Language Specialist,3,2,5,3,4,2
amazon,Global Account Manager,5,5,5,5,5,5
amazon,Global Alexa Training Manager,5,4,5,5,4,5
amazon,Global IT Support Manager,3,4,4,3,3,3
amazon,Global Risk Investigations Advisor,3,2,2,3,3,3
amazon,Global Sales Leader,5,4,5,5,5,5
amazon,Global Sales Manager,5,5,5,5,5,5
amazon,Global Security Manager,2,2,2,2,4,2
amazon,Global Supply Chain Manager,5,4,5,5,4,4
amazon,Goods Receiver,1,1,1,1,3,1
amazon,Gopher,3,3,4,3,3,3
amazon,Graduate Area Manager,4,2,3,5,3,3
amazon,Graduate Engineer,4,4,4,4,4,4
amazon,Graphic Design,5,5,5,3,4,4
amazon,Graphic Designer,4,3,4,4,3,4
amazon,Graphic Designer/Production Artist,4,3,5,5,3,4
amazon,Groundskeeper,5,4,4,5,5,4
amazon,Group Creative Director,5,2,3,5,5,3
amazon,Group Manager,5,4,5,5,4,4
amazon,H R,4,2,3,3,4,2
amazon,H R Administrator,3,3,4,3,2,3
amazon,HARDWARE &amp,\N,5,5,5,5,5
amazon,HR Advisor,3,3,2,3,3,2
amazon,HR Manager,5,3,5,5,4,5
amazon,HRA,5,4,5,5,3,4
amazon,HRBP,4,3,4,4,5,3
amazon,HRBP Manager,5,1,3,3,5,3
amazon,HRM,4,5,5,3,5,4
amazon,HRS Administrator,4,5,3,3,3,3
amazon,HRS Contact Associate,3,2,5,5,4,3
amazon,HW ENG,5,5,5,5,5,5
amazon,Handling Customer,4,4,5,4,3,4
amazon,Hardware Design Engineer I,4,4,4,4,4,5
amazon,Hardware Dev Engineer,5,2,4,4,4,3
amazon,Hardware Development Engineer,5,5,4,5,5,5
amazon,Hardware Engineer,2,2,2,2,3,2
amazon,Head Office,4,4,4,5,4,4
amazon,Head of Division,4,1,3,3,4,3
amazon,Head of Entertainment Product,\N,2,1,1,2,3
amazon,Head of Field Enablement - India,5,4,5,5,4,4
amazon,Head of Finance,4,3,5,5,5,4
amazon,Head of Financial Services - AWS,5,4,5,5,4,5
amazon,Head of Marketing,5,4,5,5,4,4
amazon,Head of Sales,3,1,2,5,5,3
amazon,Head of Seller Services,5,5,5,5,4,5
amazon,Head of User Experience,4,3,5,5,3,4
amazon,Head of Vendor Management,4,4,3,4,4,4
amazon,Health and Safety Coordinator,5,3,5,4,3,4
amazon,Help Desk,4,4,5,4,4,5
amazon,Housekkeping,5,4,5,5,5,5
amazon,Hrac,5,5,5,5,5,5
amazon,Hub Manager,2,1,1,1,4,2
amazon,Human Resource Specialist,5,5,5,5,5,5
amazon,Human Resources,4,3,4,4,4,4
amazon,Human Resources Administrator,2,2,2,3,2,2
amazon,Human Resources Advisor,4,2,3,5,5,3
amazon,Human Resources Assistant,5,4,4,5,4,4
amazon,Human Resources Assistant II,4,4,4,4,4,4
amazon,Human Resources Associate,5,4,5,5,4,4
amazon,Human Resources Associate Contact,3,2,3,5,3,2
amazon,Human Resources Business Partner,3,3,4,4,4,3
amazon,Human Resources Consultant,4,2,5,5,3,4
amazon,Human Resources Coordinator,5,5,5,5,4,5
amazon,Human Resources Director,4,3,5,4,4,4
amazon,Human Resources Generalist,4,2,4,4,5,3
amazon,Human Resources Generalist Assistant,5,4,4,5,5,4
amazon,Human Resources Leader,5,5,5,5,5,5
amazon,Human Resources Manager,3,3,4,4,4,3
amazon,Human Resources Operations Administrative Assistant,4,4,4,5,5,4
amazon,Human Resources Ops Administrative,5,4,5,5,5,4
amazon,Human Resources Program Manager,4,4,4,4,4,3
amazon,Human Resources Program Specialist,5,5,5,5,5,5
amazon,Human Resources Project Manager,3,2,4,4,3,3
amazon,Human Resources Representative,2,1,1,1,3,1
amazon,Human Resources Services,4,4,4,4,4,4
amazon,Human Resources Services Manager,5,4,5,5,5,5
amazon,Human Resources Specialist,4,3,4,4,4,4
amazon,Human Resources Specialist II,3,4,4,4,4,3
amazon,Human Resources for the Future,5,5,5,5,5,5
amazon,Human Resources/Recruiting Manager,5,4,5,5,5,4
amazon,I Prefer Not to Share,2,3,1,1,3,1
amazon,I Prefer Not to Specify My Role,1,1,1,4,1,1
amazon,I Work Every Department,2,4,2,3,1,4
amazon,ICQA,3,3,3,3,4,3
amazon,ICQA Associate,3,3,3,3,3,3
amazon,ICQA Data Analyst,5,3,5,5,4,3
amazon,ICQA Fulfillment Associate,5,5,5,5,5,3
amazon,ICQA PA,5,4,5,5,5,5
amazon,ICQA Process Assistant,5,3,5,4,5,4
amazon,ICQA and Picker,4,4,4,5,5,4
amazon,IML,4,4,4,5,5,3
amazon,ISS Field Representative,4,3,4,4,5,3
amazon,ISS Representative,3,4,3,4,4,4
amazon,IT,5,2,2,3,4,4
amazon,IT Analyst,5,5,5,5,5,5
amazon,IT Applications Engineer,4,3,4,5,3,4
amazon,IT Engineer,5,5,5,5,4,5
amazon,IT Manager,3,3,3,4,4,3
amazon,IT Security Engineer,4,3,5,5,4,5
amazon,IT Support,4,5,5,4,4,5
amazon,IT Support En,4,4,4,4,4,4
amazon,IT Support Engineer,4,3,4,4,4,3
amazon,IT Support Engineer II,5,3,5,5,5,4
amazon,IT Support Specialist,5,4,5,5,5,5
amazon,IT Support Technician,4,3,4,4,3,3
amazon,IT Tech,4,3,4,5,5,4
amazon,IT Tech Support,4,5,4,3,2,5
amazon,IT Technician,4,4,5,4,3,3
amazon,IT Transformation Architect,5,2,5,5,5,3
amazon,Icqa Program Developer,5,4,5,5,5,5
amazon,Icqa Warehouse Associate,5,5,5,5,5,3
amazon,Illinois,5,3,4,4,4,3
amazon,Imaging,5,5,5,5,5,4
amazon,Imaging Associate,4,3,4,3,3,3
amazon,Imaging Specialist,5,5,4,5,4,5
amazon,Impact Associate,5,3,4,4,4,4
amazon,Inbiund Associate,2,3,2,2,4,2
amazon,Inbound,3,3,3,3,3,2
amazon,Inbound Associate,4,4,4,4,4,3
amazon,Inbound Control Quality Assurance,2,4,2,1,2,1
amazon,Inbound Customer Service Agent,3,3,2,2,5,2
amazon,Inbound Customer Service Representative,3,4,3,1,5,1
amazon,Inbound Fulfillment,2,2,3,1,3,2
amazon,Inbound Management,3,3,4,4,5,4
amazon,Inbound Manager,2,3,4,4,4,3
amazon,Inbound Operations Associate,4,3,4,4,3,4
amazon,Inbound PA,4,2,3,4,4,2
amazon,Inbound Problem Solver,3,3,2,3,3,2
amazon,Inbound Process Assistant,3,2,2,4,3,1
amazon,Inbound Receive,1,3,1,1,5,1
amazon,Inbound Receive Associate,4,4,4,3,5,3
amazon,Inbound Receive Clerk,5,5,5,5,5,5
amazon,Inbound Receiver,4,3,5,4,5,3
amazon,Inbound Sales Supervisor,5,3,5,5,5,5
amazon,Inbound Stow,4,3,4,4,4,3
amazon,Inbound Stow &amp,\N,5,4,4,4,5
amazon,Inbound Stow (for Two Months),3,4,1,3,4,1
amazon,Inbound Stow and Problem Solver,1,1,1,4,1,1
amazon,Inbound Stower,3,3,4,3,5,3
amazon,Inbound Support Services,3,2,2,2,3,4
amazon,Inbound Trainer,4,3,4,5,4,4
amazon,Inbound and Outbound,1,1,1,1,1,1
amazon,Inbound/Receiver,3,4,3,3,3,2
amazon,Inbound/Recieve,4,3,3,4,4,4
amazon,Independent Contractor,5,4,4,5,4,4
amazon,Independent Contractor In Marketing,3,5,2,2,3,2
amazon,Independent Publisher,2,4,2,1,2,3
amazon,Independent Software Engineer,2,2,4,3,2,2
amazon,Indirect Tax Manager,5,1,5,5,4,3
amazon,Individual Contributor,4,5,5,4,5,4
amazon,Industrial Design Engineer,5,3,4,5,4,5
amazon,Information Manager,2,2,2,3,1,3
amazon,Information Security Manager,3,4,4,3,5,4
amazon,Information Technology,4,4,4,4,4,2
amazon,Infrastructure Operations,5,3,5,5,5,5
amazon,Ingénieur Systèmes Et Réseaux,5,4,5,4,4,5
amazon,Innovation &amp,\N,5,2,5,5,4
amazon,Inside Account Manager,3,3,3,3,4,5
amazon,Inside Sales,4,4,4,4,4,3
amazon,Inside Sales Account Manager,5,5,5,5,5,5
amazon,Inside Sales Representative,5,3,4,4,4,3
amazon,Insights Manager,4,2,3,4,3,4
amazon,Instock Manager,4,3,4,4,4,3
amazon,Instructional Designer,4,4,4,4,4,3
amazon,Instructor,4,2,4,4,4,4
amazon,Integration Specialist,5,3,5,5,5,3
amazon,Intellectual Property Attorney,2,2,2,2,2,2
amazon,Interim Resolution Specialist,4,3,4,4,4,3
amazon,Intern,4,3,4,4,4,3
amazon,Intern - Monthly,4,3,4,3,3,2
amazon,Internal Auditor,5,5,3,4,5,5
amazon,International Tax Manager,5,4,5,5,5,5
amazon,Interpreter/Translator,3,3,4,5,4,3
amazon,Inventory,5,4,5,5,5,5
amazon,Inventory Analyst,5,2,5,3,5,3
amazon,Inventory Associate,3,2,2,3,4,1
amazon,Inventory Control,4,4,4,3,4,4
amazon,Inventory Control Quality Assurance,4,3,3,2,3,3
amazon,Inventory Control/Quality Assurance,2,1,1,3,4,1
amazon,Inventory Control/Quality Assurance Associate,2,1,1,2,2,1
amazon,Inventory Specialist,3,4,4,4,3,2
amazon,Investigation Specialist,3,3,4,3,3,3
amazon,Investigations Specialist,4,4,4,4,3,3
amazon,Investigations Specialist II,4,2,4,4,3,2
amazon,Investigations Specialist Senior,4,4,4,4,2,3
amazon,Investigator,3,3,3,3,4,3
amazon,Investigator At MRI (TRMS),5,4,5,5,4,5
amazon,Investigator Specialist,3,2,3,2,4,3
amazon,Investigator Specialist I,4,4,4,4,2,4
amazon,It-doesn&#039,\N,1,3,1,1,2
amazon,Japanese Language Expert,3,3,4,2,4,2
amazon,Java Gwt Gxt Sencha Spring Hibernate Developer,5,5,5,5,4,5
amazon,Java Programmer,5,3,5,5,4,5
amazon,Job Shopper,4,5,4,5,2,4
amazon,Job for Bsc Computer Science,5,4,4,3,5,2
amazon,Junior IT Support,3,1,4,3,2,3
amazon,Junior Payroll Analyst,3,1,4,5,3,2
amazon,Junior Software Developer,5,5,5,5,4,5
amazon,KDP Author,3,3,3,3,3,3
amazon,KYC Analyst,2,2,3,2,2,2
amazon,KYC Investigation Specialist,5,5,5,5,5,5
amazon,Karnataka,4,3,4,3,3,3
amazon,Keep Learning It&#039,\N,4,3,3,4,3
amazon,Kentucky,4,4,5,5,5,5
amazon,Key Account Manager,4,3,5,5,4,4
amazon,Key Accounts Manager,5,4,5,5,4,5
amazon,Kindle,5,5,4,5,4,4
amazon,Kindle Direct Publishing Customer Service,4,3,5,4,3,4
amazon,Kindle Risk Investigator Engineer,5,3,4,4,4,3
amazon,Kiva Amnesty Associate/Inventory Control Quality Assurance Associate,4,2,4,3,4,5
amazon,Knowledge Engineer,4,3,5,4,4,4
amazon,Knowledge Management Specialistist,4,5,5,4,3,4
amazon,Kommisionierer,5,4,5,5,5,4
amazon,Kommissionierer,1,1,1,2,3,1
amazon,Kpo,4,2,4,4,4,3
amazon,Kundenservice,1,4,4,4,4,3
amazon,Kundenservicemitarbeiter,4,3,5,4,4,3
amazon,Kyc Investigator,4,5,3,4,2,3
amazon,L&amp,\N,1,4,4,5,5
amazon,L+D Associate,4,3,5,5,2,4
amazon,L-3 Risk Investigator,3,1,4,3,2,1
amazon,L3 Investigator,5,5,4,4,5,2
amazon,L4 Area Manager,5,3,4,4,4,3
amazon,L4 Team Leader,3,3,4,4,1,3
amazon,L5 Area Manager,5,3,5,5,5,4
amazon,L6 - Analytics Manager/Senior Analyst,1,1,1,1,5,2
amazon,LOA Case Manager,5,4,5,5,5,3
amazon,LPS,4,3,4,4,4,4
amazon,Labor,1,3,1,1,1,1
amazon,Laborer,3,4,4,3,4,2
amazon,Labourer work or training work,5,5,4,5,5,3
amazon,Language Specialist,4,4,5,3,3,3
amazon,Last Mile Operations Manager,3,2,3,4,4,4
amazon,Launch Specialist,4,5,5,5,5,5
amazon,Laundry Attendant,5,5,5,5,5,5
amazon,Lead,5,5,5,5,4,4
amazon,Lead - Strategic Vendor Services (SVS),5,5,5,5,5,4
amazon,Lead - Vendor Success Program,5,4,4,5,5,4
amazon,Lead Analyst,5,5,5,5,5,4
amazon,Lead Collator,3,1,2,3,3,4
amazon,Lead Development Representative,5,2,5,5,4,4
amazon,Lead Development Representative - Leader,4,5,5,5,4,4
amazon,Lead Fulfilment Associate,5,3,3,3,3,3
amazon,Lead Pa Receive,4,3,2,3,4,2
amazon,Lead Process Assistant,5,3,5,5,5,4
amazon,Lead Recruiter,5,4,5,4,4,3
amazon,Lead SVS,5,5,5,5,5,5
amazon,Lead Specialist,5,4,5,5,5,4
amazon,Lead Strategic Vendor Services,5,5,4,5,5,4
amazon,Lead VSP,5,5,5,5,4,5
amazon,Lead Vendor Management,5,5,4,5,3,3
amazon,Lead Vendor Success Program,3,1,4,2,2,1
amazon,Lead Warehouse Associate,3,2,1,3,3,2
amazon,Leader,5,4,5,5,5,5
amazon,Leadership Intern,4,2,4,4,4,5
amazon,Leadership Operations Intern,3,3,4,5,4,5
amazon,Leadership Scientist,5,4,5,5,3,4
amazon,Leads Analyst,1,1,1,3,3,1
amazon,Leads Specialist,3,3,4,4,3,3
amazon,Learning Coordinator,4,3,4,4,4,4
amazon,Learning Facilitator,4,2,4,4,3,2
amazon,Learning Manager,5,3,5,5,5,4
amazon,Learning Specialist,4,2,5,5,4,3
amazon,Learning and Development Specialist,4,4,3,4,4,4
amazon,Learning and Talent Development,4,4,4,5,4,4
amazon,Legal Assistant,4,2,4,4,4,3
amazon,Legal Trainee,5,4,5,4,5,5
amazon,Level I,4,4,4,3,5,4
amazon,Level I Associate,3,3,5,3,4,3
amazon,Level I Warehouse Associate,5,4,5,5,3,4
amazon,Level III,5,4,5,5,5,5
amazon,Level III Trainer,5,5,5,5,5,5
amazon,Level V Manager,1,2,1,3,4,1
amazon,Line Lead,3,4,4,3,4,3
amazon,Line Leader,\N,2,3,3,3,2
amazon,Line Packer,2,1,1,3,3,1
amazon,Listing Creation Specialist,5,5,5,5,5,5
amazon,Listing Creation Specialist/Jumpstart Specialist,4,3,5,4,4,5
amazon,Loader/Shipping,3,2,3,4,3,2
amazon,Loading Doc,4,3,3,3,3,3
amazon,Localization Specialist,2,2,2,2,4,1
amazon,Logiistics Administrator,4,3,3,3,3,4
amazon,Logistic Ambassador Associate,4,5,4,3,3,4
amazon,Logistic Specialist,3,3,3,3,4,3
amazon,Logistics,4,4,3,3,4,4
amazon,Logistics Administrator,5,5,5,5,5,5
amazon,Logistics Assistant,4,3,4,5,5,3
amazon,Logistics Associate,3,4,3,3,3,3
amazon,Logistics CSA,3,3,5,1,1,4
amazon,Logistics Coordinator,3,2,3,4,3,3
amazon,Logistics Escalations,5,5,5,5,5,5
amazon,Logistics Manager,4,3,4,5,4,4
amazon,Logistics Specialist,4,3,4,4,4,3
amazon,Logistics Supervisor,5,3,4,4,5,4
amazon,Long Term Employee (Manager),4,3,5,4,4,4
amazon,Loss Prevention,3,5,4,2,4,2
amazon,Loss Prevention Manager,4,3,4,4,4,3
amazon,Loss Prevention Specialist,4,3,4,4,4,4
amazon,Lv I Associate - Fulfillment,5,5,5,3,5,5
amazon,MBA Pathways Operation Manager (Area Manager),4,3,5,5,4,3
amazon,MBB,2,1,2,4,5,2
amazon,ML Associate,4,4,4,4,3,3
amazon,ML Data Associate,3,3,1,2,1,1
amazon,MTurk Worker,4,3,3,3,2,2
amazon,Machine Learning Data Associate II,5,5,5,5,4,4
amazon,Machine Learning Scientist,4,3,4,4,4,4
amazon,Machine Operator,2,1,1,2,1,1
amazon,Mail Sorter,5,5,5,5,5,5
amazon,Maintenance Manager,1,1,1,2,3,1
amazon,Maintenance Mechanic,3,2,3,3,3,1
amazon,Maintenance Tech,5,4,4,5,4,4
amazon,Maintenance Technician,4,3,4,4,4,4
amazon,Maintenance Technician II,5,5,5,5,5,5
amazon,Maintenance Technician III,1,1,1,2,4,1
amazon,Maintenance Technician Ll,4,5,4,5,4,4
amazon,MaintenanceTech III,4,4,4,4,4,4
amazon,Management,4,3,4,4,4,3
amazon,Management Analyst,5,3,4,4,4,3
amazon,Manager,4,3,4,4,4,3
